,StateFIPS,CensusTract,State,County,Urban,Pop2010,OHU2010,PovertyRate,MedianFamilyIncome,LAhalfand10,lapophalfshare,lalowihalfshare,lakidshalfshare,laseniorshalfshare,lawhitehalfshare,lablackhalfshare,laasianhalfshare,lanhopihalfshare,laaianhalfshare,laomultirhalfshare,lahisphalfshare,lahunvhalfshare,lasnaphalfshare,lapop10share,lalowi10share,lakids10share,laseniors10share,lawhite10share,lablack10share,laasian10share,lanhopi10share,laaian10share,laomultir10share,lahisp10share,lahunv10share,lasnap10share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,TractLOWI_PCT,TractKids_PCT,TractSeniors_PCT,TractWhite_PCT,TractBlack_PCT,TractAsian_PCT,TractNHOPI_PCT,TractAIAN_PCT,TractOMultir_PCT,TractHispanic_PCT,TractHUNV_PCT,TractSNAP_PCT
10,01,01003011401,Alabama,Baldwin County,0,10632,4159,11.4,64722.0,0,100.0,33.68,23.28,16.34,84.6,8.99,0.4,0.05,0.77,5.19,7.29,0.67,8.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3769.0,2475.0,1737.0,8995.0,956.0,42.0,5.0,82.0,552.0,775.0,29.0,347.0,35.45,23.28,16.34,84.6,8.99,0.4,0.05,0.77,5.19,7.29,0.7,8.34
11,01,01003011601,Alabama,Baldwin County,0,6062,2410,18.1,64688.0,0,100.0,31.29,22.67,17.3,94.01,0.96,0.58,0.02,0.73,3.71,3.84,3.33,10.83,0.49,0.1,0.14,0.02,0.45,0.01,0.0,0.0,0.01,0.02,0.0,0.01,0.04,2034.0,1374.0,1049.0,5699.0,58.0,35.0,1.0,44.0,225.0,233.0,74.0,248.0,33.55,22.67,17.3,94.01,0.96,0.58,0.02,0.73,3.71,3.84,3.07,10.29
12,01,01005950100,Alabama,Barbour County,0,3321,1348,31.2,63398.0,1,99.26,51.09,23.13,14.57,46.64,47.57,0.36,0.03,1.66,3.0,4.33,12.13,24.27,18.57,10.27,3.6,3.38,6.38,11.84,0.07,0.0,0.12,0.16,0.19,2.79,4.92,1539.0,773.0,489.0,1554.0,1598.0,12.0,1.0,55.0,101.0,144.0,134.0,270.0,46.34,23.28,14.72,46.79,48.12,0.36,0.03,1.66,3.04,4.34,9.94,20.03
13,01,01005950200,Alabama,Barbour County,0,4264,1053,33.2,47833.0,0,96.46,45.78,14.07,9.13,33.47,62.31,0.12,0.0,0.16,0.4,0.75,10.16,28.61,1.51,0.73,0.28,0.19,0.58,0.89,0.0,0.0,0.0,0.05,0.0,0.38,0.85,1262.0,658.0,408.0,1471.0,2763.0,5.0,0.0,7.0,18.0,32.0,103.0,289.0,29.6,15.43,9.57,34.5,64.8,0.12,0.0,0.16,0.42,0.75,9.78,27.45
14,01,01005950300,Alabama,Barbour County,0,1638,673,34.4,42736.0,1,100.0,52.34,20.88,19.6,43.83,52.75,0.0,0.0,0.24,3.17,4.09,8.91,22.59,50.98,27.05,11.32,8.83,16.75,32.48,0.0,0.0,0.24,1.51,1.37,5.37,11.4,889.0,342.0,321.0,718.0,864.0,0.0,0.0,4.0,52.0,67.0,57.0,138.0,54.27,20.88,19.6,43.83,52.75,0.0,0.0,0.24,3.17,4.09,8.47,20.51
15,01,01005950400,Alabama,Barbour County,0,4303,1188,26.7,36164.0,1,100.0,53.89,15.29,11.27,47.55,40.25,0.21,0.19,0.23,11.57,13.15,15.42,27.54,66.62,35.81,9.84,7.14,28.86,29.07,0.18,0.06,0.1,8.34,9.13,10.01,18.05,1395.0,658.0,485.0,2046.0,1732.0,9.0,8.0,10.0,498.0,566.0,172.0,298.0,32.42,15.29,11.27,47.55,40.25,0.21,0.19,0.23,11.57,13.15,14.48,25.08
16,01,01005950500,Alabama,Barbour County,0,3467,1399,14.6,54896.0,0,100.0,41.9,21.63,17.62,71.73,21.69,0.81,0.0,0.66,5.11,4.96,1.35,20.59,6.68,2.14,1.23,1.59,5.12,1.41,0.0,0.0,0.0,0.15,0.13,0.19,1.51,1663.0,750.0,611.0,2487.0,752.0,28.0,0.0,23.0,177.0,172.0,18.0,288.0,47.97,21.63,17.62,71.73,21.69,0.81,0.0,0.66,5.11,4.96,1.29,20.59
17,01,01005950700,Alabama,Barbour County,0,1727,646,30.1,35625.0,0,80.85,40.89,18.82,17.53,36.66,42.97,0.06,0.0,0.17,0.99,1.29,12.64,19.91,1.59,0.59,0.47,0.09,0.64,0.72,0.0,0.0,0.0,0.23,0.0,0.17,0.37,811.0,393.0,368.0,764.0,922.0,1.0,0.0,3.0,37.0,43.0,106.0,157.0,46.96,22.76,21.31,44.24,53.39,0.06,0.0,0.17,2.14,2.49,16.41,24.3
18,01,01007010001,Alabama,Bibb County,0,2732,997,4.2,61897.0,0,100.0,37.9,25.84,13.25,88.21,10.1,0.04,0.0,0.26,1.39,2.78,13.45,9.4,0.6,0.21,0.17,0.05,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,871.0,706.0,362.0,2410.0,276.0,1.0,0.0,7.0,38.0,76.0,87.0,78.0,31.88,25.84,13.25,88.21,10.1,0.04,0.0,0.26,1.39,2.78,8.73,7.82
19,01,01007010002,Alabama,Bibb County,0,6025,2200,19.9,62143.0,0,94.21,36.7,24.89,10.1,87.18,5.28,0.08,0.0,0.18,1.49,1.18,3.07,9.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2192.0,1600.0,641.0,5594.0,322.0,5.0,0.0,11.0,93.0,76.0,56.0,198.0,36.38,26.56,10.64,92.85,5.34,0.08,0.0,0.18,1.54,1.26,2.55,9.0
20,01,01007010003,Alabama,Bibb County,0,5391,2085,8.9,75625.0,0,100.0,23.26,22.72,14.91,81.75,15.14,0.11,0.0,0.61,2.39,1.56,2.12,8.17,4.87,1.13,1.26,0.88,4.59,0.19,0.0,0.0,0.03,0.06,0.05,0.01,0.4,1079.0,1225.0,804.0,4407.0,816.0,6.0,0.0,33.0,129.0,84.0,34.0,140.0,20.01,22.72,14.91,81.75,15.14,0.11,0.0,0.61,2.39,1.56,1.63,6.71
21,01,01007010004,Alabama,Bibb County,0,8767,2671,15.7,42917.0,0,82.01,43.9,15.88,9.76,46.69,33.66,0.11,0.15,0.11,1.3,1.69,7.29,15.0,0.98,0.4,0.19,0.26,0.96,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.29,3826.0,1670.0,1099.0,4970.0,3633.0,10.0,13.0,13.0,128.0,170.0,233.0,433.0,43.64,19.05,12.54,56.69,41.44,0.11,0.15,0.15,1.46,1.94,8.72,16.21
22,01,01011952100,Alabama,Bullock County,0,1434,612,43.0,27120.0,1,100.0,70.64,23.71,15.48,9.21,89.89,0.0,0.0,0.28,0.63,0.84,10.22,33.9,86.46,61.08,20.67,13.65,8.05,77.75,0.0,0.0,0.07,0.59,0.73,8.87,29.44,1172.0,340.0,222.0,132.0,1289.0,0.0,0.0,4.0,9.0,12.0,66.0,219.0,81.73,23.71,15.48,9.21,89.89,0.0,0.0,0.28,0.63,0.84,10.78,35.78
23,01,01011952200,Alabama,Bullock County,1,7102,2117,40.4,33074.0,1,88.08,41.43,19.38,9.21,15.55,64.65,0.1,0.61,0.11,7.07,8.62,15.31,27.47,0.04,0.03,0.01,0.01,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.01,2717.0,1563.0,818.0,1351.0,5095.0,19.0,43.0,11.0,583.0,725.0,314.0,625.0,38.26,22.01,11.52,19.02,71.74,0.27,0.61,0.15,8.21,10.21,14.83,29.52
24,01,01011952500,Alabama,Bullock County,0,2378,1016,8.6,58380.0,1,100.0,30.33,22.16,18.04,43.06,53.91,0.04,0.0,0.34,2.65,1.68,4.58,8.91,56.46,16.37,11.05,12.22,34.54,20.63,0.04,0.0,0.29,0.95,0.42,2.58,5.22,878.0,527.0,429.0,1024.0,1282.0,1.0,0.0,8.0,63.0,40.0,43.0,92.0,36.92,22.16,18.04,43.06,53.91,0.04,0.0,0.34,2.65,1.68,4.23,9.06
25,01,01013952700,Alabama,Butler County,0,2439,1019,21.9,66515.0,0,75.43,31.08,18.1,11.01,40.59,33.21,0.85,0.0,0.29,0.48,0.58,7.13,12.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.0,571.0,436.0,1316.0,1065.0,36.0,0.0,7.0,15.0,17.0,69.0,122.0,32.06,23.41,17.88,53.96,43.67,1.48,0.0,0.29,0.62,0.7,6.77,11.97
26,01,01013953000,Alabama,Butler County,0,1469,620,23.4,50217.0,1,100.0,47.26,22.46,16.47,57.39,37.99,3.4,0.0,0.14,1.09,0.2,1.83,10.28,36.86,17.25,8.28,6.15,17.73,18.62,0.2,0.0,0.0,0.31,0.0,0.61,3.51,792.0,330.0,242.0,843.0,558.0,50.0,0.0,2.0,16.0,3.0,12.0,56.0,53.91,22.46,16.47,57.39,37.99,3.4,0.0,0.14,1.09,0.2,1.94,9.03
27,01,01013953200,Alabama,Butler County,0,4327,1738,17.2,43456.0,1,98.01,47.4,23.94,15.9,60.12,35.88,0.28,0.0,0.76,0.96,1.06,5.86,21.39,13.02,4.63,2.45,2.95,8.75,3.94,0.05,0.0,0.17,0.12,0.07,0.85,2.94,1663.0,1066.0,694.0,2619.0,1621.0,12.0,0.0,33.0,42.0,46.0,76.0,277.0,38.43,24.64,16.04,60.53,37.46,0.28,0.0,0.76,0.97,1.06,4.37,15.94
28,01,01013953300,Alabama,Butler County,0,1774,729,12.5,56635.0,0,100.0,27.52,21.08,18.21,89.12,10.03,0.23,0.0,0.17,0.45,0.51,5.9,10.35,4.74,1.38,1.04,0.8,4.69,0.05,0.0,0.0,0.0,0.0,0.06,0.13,0.49,498.0,374.0,323.0,1581.0,178.0,4.0,0.0,3.0,8.0,9.0,36.0,65.0,28.07,21.08,18.21,89.12,10.03,0.23,0.0,0.17,0.45,0.51,4.94,8.92
29,01,01013953400,Alabama,Butler County,0,2931,1160,22.1,37500.0,0,71.35,35.77,15.52,13.31,34.8,35.09,0.11,0.07,0.17,1.12,0.41,5.57,15.92,0.3,0.14,0.05,0.12,0.2,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1463.0,621.0,646.0,1237.0,1641.0,4.0,2.0,6.0,41.0,14.0,95.0,195.0,49.91,21.19,22.04,42.2,55.99,0.14,0.07,0.2,1.4,0.48,8.19,16.81
30,01,01013953500,Alabama,Butler County,0,1410,617,24.8,48477.0,0,100.0,54.56,18.79,18.09,74.18,23.69,0.0,0.0,0.21,1.91,1.21,4.71,17.62,9.72,5.3,1.63,1.7,1.21,8.37,0.0,0.0,0.0,0.14,0.5,0.49,1.83,790.0,265.0,255.0,1046.0,334.0,0.0,0.0,3.0,27.0,17.0,23.0,86.0,56.03,18.79,18.09,74.18,23.69,0.0,0.0,0.21,1.91,1.21,3.73,13.94
31,01,01017953800,Alabama,Chambers County,0,3619,1502,25.0,47917.0,0,100.0,47.92,20.03,18.96,70.38,27.8,0.08,0.0,0.25,1.49,1.05,4.47,16.83,12.0,5.81,2.04,2.63,9.99,1.85,0.02,0.0,0.0,0.13,0.13,0.52,2.02,1844.0,725.0,686.0,2547.0,1006.0,3.0,0.0,9.0,54.0,38.0,75.0,238.0,50.95,20.03,18.96,70.38,27.8,0.08,0.0,0.25,1.49,1.05,4.99,15.85
32,01,01017954000,Alabama,Chambers County,0,6669,2682,14.2,50245.0,0,83.38,37.46,17.02,14.1,35.5,46.65,0.07,0.0,0.13,1.02,1.25,9.02,16.9,3.68,1.23,0.62,0.74,1.93,1.63,0.0,0.0,0.05,0.07,0.14,0.13,0.72,2517.0,1354.0,1153.0,2759.0,3796.0,15.0,0.0,9.0,90.0,109.0,253.0,494.0,37.74,20.3,17.29,41.37,56.92,0.22,0.0,0.13,1.35,1.63,9.43,18.42
33,01,01019955701,Alabama,Cherokee County,0,3332,1400,13.0,52096.0,0,83.48,39.53,16.26,16.97,75.96,4.77,0.25,0.0,0.45,2.04,0.91,3.15,13.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679.0,682.0,642.0,2949.0,277.0,10.0,0.0,18.0,78.0,34.0,59.0,241.0,50.39,20.47,19.27,88.51,8.31,0.3,0.0,0.54,2.34,1.02,4.21,17.21
34,01,01019955702,Alabama,Cherokee County,0,3872,1570,25.6,38580.0,0,100.0,55.84,21.41,17.38,97.7,0.36,0.05,0.0,0.39,1.5,0.49,4.16,20.67,0.51,0.27,0.08,0.11,0.5,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.12,2063.0,829.0,673.0,3783.0,14.0,2.0,0.0,15.0,58.0,19.0,63.0,313.0,53.28,21.41,17.38,97.7,0.36,0.05,0.0,0.39,1.5,0.49,4.01,19.94
35,01,01019956100,Alabama,Cherokee County,0,4972,1996,10.8,56537.0,0,100.0,34.11,22.47,16.13,93.04,4.73,0.26,0.0,0.6,1.37,1.15,1.93,12.04,1.43,0.49,0.32,0.16,1.36,0.03,0.0,0.0,0.0,0.03,0.01,0.06,0.16,1765.0,1117.0,802.0,4626.0,235.0,13.0,0.0,30.0,68.0,57.0,44.0,246.0,35.5,22.47,16.13,93.04,4.73,0.26,0.0,0.6,1.37,1.15,2.2,12.32
36,01,01021060300,Alabama,Chilton County,0,3808,1464,19.5,59272.0,0,100.0,39.06,23.84,13.63,93.25,0.66,0.16,0.03,0.68,5.23,8.51,4.18,13.21,9.89,4.72,2.0,1.75,9.23,0.11,0.04,0.03,0.23,0.25,0.23,0.54,1.44,1387.0,908.0,519.0,3551.0,25.0,6.0,1.0,26.0,199.0,324.0,60.0,191.0,36.42,23.84,13.63,93.25,0.66,0.16,0.03,0.68,5.23,8.51,4.1,13.05
37,01,01021060500,Alabama,Chilton County,0,2902,1157,19.6,54363.0,0,95.4,40.57,23.23,13.56,71.68,21.11,0.14,0.24,0.14,2.1,1.55,5.34,13.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1387.0,713.0,416.0,2169.0,656.0,4.0,7.0,4.0,62.0,45.0,74.0,168.0,47.79,24.57,14.33,74.74,22.61,0.14,0.24,0.14,2.14,1.55,6.4,14.52
38,01,01021060600,Alabama,Chilton County,0,3261,1197,12.3,63444.0,0,100.0,39.36,25.08,11.9,90.89,3.89,0.25,0.0,0.21,4.75,5.7,1.63,12.46,0.8,0.24,0.17,0.17,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.12,1494.0,818.0,388.0,2964.0,127.0,8.0,0.0,7.0,155.0,186.0,17.0,155.0,45.81,25.08,11.9,90.89,3.89,0.25,0.0,0.21,4.75,5.7,1.42,12.95
39,01,01021060700,Alabama,Chilton County,0,5101,1918,14.3,48604.0,0,100.0,35.69,26.25,12.55,84.12,9.9,0.08,0.53,0.59,4.78,7.14,5.43,17.01,1.38,0.15,0.33,0.17,1.18,0.16,0.0,0.0,0.0,0.05,0.05,0.15,0.25,1667.0,1339.0,640.0,4291.0,505.0,4.0,27.0,30.0,244.0,364.0,107.0,349.0,32.68,26.25,12.55,84.12,9.9,0.08,0.53,0.59,4.78,7.14,5.58,18.2
40,01,01023956700,Alabama,Choctaw County,0,3184,1419,26.1,50673.0,1,100.0,57.78,21.17,16.33,19.06,80.34,0.0,0.0,0.16,0.44,0.31,15.09,28.46,75.12,41.4,15.57,12.43,15.17,59.55,0.0,0.0,0.16,0.24,0.23,13.06,21.9,1944.0,674.0,520.0,607.0,2558.0,0.0,0.0,5.0,14.0,10.0,221.0,403.0,61.06,21.17,16.33,19.06,80.34,0.0,0.0,0.16,0.44,0.31,15.57,28.4
41,01,01023956800,Alabama,Choctaw County,0,4423,1931,21.5,45990.0,0,89.43,38.22,18.66,18.88,53.85,34.44,0.1,0.0,0.16,0.88,0.64,9.23,22.22,6.12,2.84,1.24,1.1,5.0,1.09,0.0,0.0,0.0,0.03,0.09,0.37,1.64,1635.0,929.0,934.0,2771.0,1589.0,7.0,0.0,9.0,47.0,32.0,191.0,420.0,36.97,21.0,21.12,62.65,35.93,0.16,0.0,0.2,1.06,0.72,9.89,21.75
42,01,01023956900,Alabama,Choctaw County,0,3879,1567,13.5,54595.0,0,99.72,38.37,24.3,17.33,82.62,16.48,0.13,0.0,0.05,0.44,0.64,4.85,20.39,4.75,1.64,0.94,0.94,4.34,0.41,0.0,0.0,0.0,0.0,0.0,0.34,1.06,1244.0,945.0,674.0,3209.0,646.0,5.0,0.0,2.0,17.0,25.0,66.0,265.0,32.07,24.36,17.38,82.73,16.65,0.13,0.0,0.05,0.44,0.64,4.21,16.91
43,01,01023957000,Alabama,Choctaw County,0,2373,949,31.1,42536.0,1,100.0,54.84,24.99,16.48,48.21,51.37,0.0,0.0,0.08,0.34,0.25,7.18,24.89,22.15,12.66,6.55,2.53,3.01,19.0,0.0,0.0,0.01,0.12,0.11,1.68,5.0,1209.0,593.0,391.0,1144.0,1219.0,0.0,0.0,2.0,8.0,6.0,64.0,233.0,50.95,24.99,16.48,48.21,51.37,0.0,0.0,0.08,0.34,0.25,6.74,24.55
44,01,01025957500,Alabama,Clarke County,0,1760,722,24.7,41202.0,0,100.0,56.54,21.99,17.5,76.93,21.7,0.11,0.0,0.34,0.91,0.97,8.46,16.03,4.82,2.98,0.97,0.87,1.44,3.33,0.0,0.0,0.0,0.06,0.01,0.72,0.92,757.0,387.0,308.0,1354.0,382.0,2.0,0.0,6.0,16.0,17.0,50.0,92.0,43.01,21.99,17.5,76.93,21.7,0.11,0.0,0.34,0.91,0.97,6.93,12.74
45,01,01025957601,Alabama,Clarke County,0,998,377,21.5,49359.0,1,100.0,38.98,23.65,18.04,73.35,24.85,1.1,0.0,0.3,0.4,0.6,7.91,15.56,40.73,15.88,9.94,7.26,26.45,14.05,0.0,0.0,0.13,0.1,0.3,3.28,6.46,437.0,236.0,180.0,732.0,248.0,11.0,0.0,3.0,4.0,6.0,31.0,61.0,43.79,23.65,18.04,73.35,24.85,1.1,0.0,0.3,0.4,0.6,8.22,16.18
46,01,01025957700,Alabama,Clarke County,0,1329,572,31.5,48304.0,1,100.0,43.34,22.05,20.24,54.55,43.79,0.15,0.0,0.38,1.13,0.15,4.48,17.99,98.57,42.71,21.57,20.14,54.13,42.79,0.15,0.0,0.38,1.13,0.15,4.43,17.79,576.0,293.0,269.0,725.0,582.0,2.0,0.0,5.0,15.0,2.0,23.0,93.0,43.34,22.05,20.24,54.55,43.79,0.15,0.0,0.38,1.13,0.15,4.02,16.26
47,01,01025957800,Alabama,Clarke County,0,5488,2199,26.7,57450.0,1,94.56,37.0,22.47,15.06,45.57,47.76,0.05,0.04,0.26,0.88,1.1,8.91,18.1,13.8,7.64,3.3,2.12,1.76,11.89,0.0,0.02,0.0,0.13,0.14,1.3,2.63,1745.0,1299.0,877.0,2739.0,2671.0,7.0,2.0,15.0,54.0,63.0,178.0,373.0,31.8,23.67,15.98,49.91,48.67,0.13,0.04,0.27,0.98,1.15,8.09,16.96
48,01,01025957901,Alabama,Clarke County,0,3493,1431,24.5,46500.0,0,95.11,46.84,23.17,15.7,63.3,30.26,0.09,0.0,0.23,1.24,0.97,8.97,21.08,5.2,3.47,1.24,0.96,4.01,1.12,0.0,0.0,0.08,0.0,0.05,0.16,1.13,1781.0,848.0,585.0,2330.0,1102.0,5.0,0.0,10.0,46.0,34.0,126.0,296.0,50.99,24.28,16.75,66.7,31.55,0.14,0.0,0.29,1.32,0.97,8.81,20.68
49,01,01025958001,Alabama,Clarke County,0,1289,497,33.4,47411.0,0,100.0,46.68,26.76,13.42,50.04,48.8,0.0,0.0,0.78,0.39,0.7,4.29,22.03,0.52,0.25,0.15,0.07,0.1,0.43,0.0,0.0,0.0,0.0,0.01,0.02,0.11,723.0,345.0,173.0,645.0,629.0,0.0,0.0,10.0,5.0,9.0,22.0,113.0,56.09,26.76,13.42,50.04,48.8,0.0,0.0,0.78,0.39,0.7,4.43,22.74
50,01,01025958002,Alabama,Clarke County,0,1731,636,44.4,40000.0,1,100.0,59.66,28.08,11.96,20.45,78.68,0.06,0.0,0.4,0.4,0.64,25.8,25.24,56.06,33.44,15.44,7.14,8.88,46.88,0.0,0.0,0.08,0.22,0.35,14.83,14.51,985.0,486.0,207.0,354.0,1362.0,1.0,0.0,7.0,7.0,11.0,137.0,134.0,56.9,28.08,11.96,20.45,78.68,0.06,0.0,0.4,0.4,0.64,21.54,21.07
51,01,01027958900,Alabama,Clay County,0,5324,2149,11.6,58917.0,0,82.63,31.37,19.56,13.76,63.81,15.79,0.07,0.0,0.27,2.69,2.22,3.09,14.15,4.19,1.35,0.86,0.6,3.91,0.08,0.0,0.0,0.02,0.17,0.07,0.0,0.73,2019.0,1244.0,961.0,4062.0,1053.0,5.0,0.0,19.0,185.0,171.0,90.0,353.0,37.92,23.37,18.05,76.3,19.78,0.09,0.0,0.36,3.47,3.21,4.19,16.43
52,01,01027959000,Alabama,Clay County,0,3224,1335,37.4,38298.0,0,80.31,45.82,17.11,13.96,62.07,14.64,0.11,0.0,0.44,3.06,3.83,5.96,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1641.0,674.0,618.0,2457.0,615.0,15.0,0.0,16.0,121.0,161.0,95.0,216.0,50.9,20.91,19.17,76.21,19.08,0.47,0.0,0.5,3.75,4.99,7.12,16.18
53,01,01027959100,Alabama,Clay County,0,2904,1191,10.9,49679.0,0,100.0,43.72,22.35,16.56,96.45,0.9,0.03,0.0,0.34,2.27,1.69,3.45,8.86,15.48,7.28,3.26,2.92,15.26,0.15,0.0,0.0,0.0,0.07,0.14,0.43,1.4,1203.0,649.0,481.0,2801.0,26.0,1.0,0.0,10.0,66.0,49.0,33.0,92.0,41.43,22.35,16.56,96.45,0.9,0.03,0.0,0.34,2.27,1.69,2.77,7.72
